Customer_Age,Gender,Dependent,Education,Marital,Income,KCategory,onBook,Relationship,Inactive,ContactNum,CLimit,Revolving,Open,Amt_41,TransAmt,TransCt,Ct_41,Utilization,Importance,MustHave,Group,Essential,DropLevel,Class
46,F,4,Unknown,Single,Less than $40K,Blue,39,4,2,3,12704.507432229955,778,5671.0,1.3380032635681198,1144.483599712974,70,0.591,0.0610570833754585,0.4116845415120203,66,1,6.884661652528985,5,1
47,F,1,Unknown,Single,Less than $40K,Blue,36,2,3,3,12735.099133214568,776,4791.0,1.3376744334253963,1142.2699088232112,86,0.654,0.061724531235002,0.27613838607923946,35,5,9.129939751619078,1,1
49,M,1,High School,Married,$80K - $120K,Silver,37,4,3,2,12669.708073075504,781,32130.0,1.331776371206912,1148.2757067114444,65,0.512,0.058870442717435606,0.06283073161094477,44,4,4.986056330995283,9,1
54,M,2,Graduate,Single,$60K - $80K,Silver,45,2,3,2,12685.193048857498,779,30540.0,1.3348815138090642,1147.0131751695362,36,0.8,0.05809890698531037,0.29309019684800586,48,2,0.31394961449987213,3,2
50,F,2,High School,Single,Less than $40K,Blue,43,4,2,1,12645.95184577941,773,884.0,1.33600450599356,1146.3188489363126,88,0.833,0.05884538567886146,0.575045401640888,39,0,3.5740098476406104,3,1
58,F,3,Graduate,Married,Less than $40K,Blue,53,5,3,2,12666.51215192223,776,4004.0,1.3369583581821045,1144.2249159613477,45,0.452,0.061469743295220945,0.8360715081420313,90,2,9.049177102281323,4,1
52,F,2,College,Divorced,$40K - $60K,Gold,43,2,2,3,12738.316923402734,779,21867.0,1.3369546170890672,1139.301872306427,100,0.724,0.06438212868067386,0.13730773897957826,56,3,7.5040038152376445,2,1
43,F,3,Unknown,Married,Less than $40K,Blue,35,5,3,2,12731.11588817625,774,992.0,1.3326133015921073,1146.5062085985178,74,0.644,0.058779794983049,0.18481821074525406,7,0,1.0473107187982922,5,1
53,F,1,College,Unknown,$40K - $60K,Blue,35,4,3,3,12711.651194409345,775,3585.0,1.3308359660098315,1147.513853673612,81,0.653,0.06272822084167591,0.948206455148765,47,0,0.1565229024586834,4,1
42,F,4,Graduate,Married,$40K - $60K,Blue,36,6,2,2,12643.82049672914,778,2372.0,1.3339712195916178,1146.8973785915252,43,0.955,0.06322575111214236,0.941453521075667,81,4,8.100492455439689,10,1
39,F,3,College,Single,Less than $40K,Blue,25,6,1,2,12724.656675166167,775,1912.0,1.3338540159428083,1145.5247268726237,53,0.656,0.056414617229634714,0.2626817433004287,90,5,8.030648303443662,0,1
54,M,2,College,Married,$80K - $120K,Blue,44,4,3,3,12665.983909316632,781,17045.0,1.3336467180560705,1141.8543650478189,36,0.895,0.061279552954058826,0.060331048958355615,98,1,2.255477632541939,3,1
51,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,4,12659.887858393522,776,7133.0,1.333354694216273,1147.3168054280638,62,0.59,0.06282557197794217,0.2499666955742308,38,2,7.625487055814558,4,1
55,F,1,Unknown,Unknown,Less than $40K,Blue,36,5,2,1,12701.266472677045,777,741.0,1.337094460156489,1148.539724602349,77,0.75,0.060055161054452466,0.018063598142071924,86,1,0.7755106886148233,10,1
62,F,1,Uneducated,Unknown,Less than $40K,Silver,36,6,1,3,12680.546260653544,781,11659.0,1.3356622760893024,1144.356963072914,78,0.696,0.06264913692939551,0.5770266924981096,98,3,5.445411033767053,3,1
33,M,1,Graduate,Married,$60K - $80K,Blue,22,3,1,3,12717.58518817346,773,342.0,1.3379612787137447,1145.7502195422508,36,0.636,0.06117925531208998,0.23972147721286763,73,1,3.4996996623779184,3,1
39,F,2,Unknown,Married,Less than $40K,Blue,32,6,3,0,12672.444470836435,774,1129.0,1.3392707099857666,1140.752926437573,33,0.5,0.06406006759631871,0.2995747692727877,47,4,0.24735831964371569,0,1
38,M,2,Uneducated,Single,$80K - $120K,Blue,32,6,2,3,12737.89479734638,778,675.0,1.3305364555866293,1139.1875285993854,87,0.891,0.06217122887641968,0.5477602303710709,62,1,5.486065780389401,2,1
29,F,2,Graduate,Married,Less than $40K,Blue,25,6,3,2,12725.795473972215,773,986.0,1.337982450101436,1143.965111917976,85,0.771,0.05979784513683985,0.2777047336298668,61,3,5.979281080990813,9,1
55,F,1,High School,Single,Less than $40K,Blue,36,5,2,3,12685.025798445353,777,7085.0,1.3383501101073214,1147.4098119583823,71,0.511,0.06285377559541636,0.9081183818139392,77,0,2.0151977361399434,2,1
43,M,1,Graduate,Single,$60K - $80K,Silver,31,4,3,3,12700.763223566735,776,24654.0,1.3353777184027222,1142.3164268344663,73,0.78,0.06441114162904828,0.8659672683879922,6,1,7.789212893617012,1,1
56,F,0,High School,Married,Unknown,Blue,48,4,1,2,12740.245835181111,780,2238.0,1.3360731348052506,1139.9588449561186,32,0.778,0.06172673227687786,0.021992437869064907,34,3,8.442714259617748,2,1
36,F,3,Graduate,Single,Less than $40K,Blue,31,3,2,3,12663.973285689868,775,778.0,1.3361005455468533,1144.9905875141208,51,0.7,0.0606977749468686,0.11981813287032561,1,4,5.910796157989507,3,1
36,M,1,Graduate,Single,Less than $40K,Blue,25,6,1,2,12681.661827566475,778,133.0,1.3360285959314224,1144.635225530988,79,0.549,0.05718959538326596,0.061767356742218116,80,5,0.9220054753615159,7,1
46,M,4,College,Married,$80K - $120K,Blue,34,5,3,2,12683.233283473373,777,13166.0,1.3323808949514462,1140.070927804038,67,0.861,0.06237771612339215,0.3661111958934933,1,0,1.950485968441622,4,1
48,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,12659.11707447336,781,3105.0,1.3317996361638276,1141.17279404271,103,1.06,0.06109051744393459,0.5251534386619824,78,3,5.245584899651275,4,1
30,M,1,College,Divorced,Less than $40K,Blue,19,4,3,3,12650.921519306528,777,7970.0,1.3324983498051186,1145.0253573770485,30,0.429,0.059845403558559954,0.34529792363682243,47,2,7.144680983842955,1,2
52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,12696.847085040374,782,2127.0,1.3344847964656497,1147.7670646419197,38,0.9,0.060005850457975914,0.642645032557028,48,0,3.8329356834119874,9,2
42,M,2,High School,Unknown,$40K - $60K,Blue,37,6,2,3,12726.993651657986,774,744.0,1.3390460662605956,1147.1669145075716,81,0.528,0.06438185720839239,0.15417328039247735,36,4,0.7035702503831354,0,1
48,M,2,Unknown,Unknown,$40K - $60K,Blue,43,5,2,2,12653.521697815971,779,512.0,1.3346756633073176,1139.279628194267,73,0.622,0.0594379796948562,0.7792629817876247,81,1,8.328736766111705,9,1
37,M,2,Uneducated,Married,$120K +,Blue,23,4,3,3,12725.302544902554,773,5437.0,1.3356617475180323,1139.6971921918168,77,0.674,0.06440047371100606,0.6968251933354288,44,3,4.864162388272984,8,1
49,F,4,Graduate,Unknown,Less than $40K,Blue,36,6,4,2,12697.400318857766,779,1098.0,1.3315215896455066,1142.8450024289161,32,0.6,0.06069160664428912,0.12509158995891145,0,3,0.1850100603758531,10,1
33,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,3,12740.312574709047,779,22301.0,1.3343642723061302,1145.8108234969425,66,0.833,0.06181801116036191,0.625415043631195,46,1,0.35313172987438635,9,1
60,F,0,Uneducated,Single,Less than $40K,Silver,49,3,1,1,12740.60331124796,780,9413.0,1.3337995958808035,1140.324363412958,83,0.766,0.05843629909435453,0.7079563609329539,41,2,7.501961893600717,5,1
44,F,2,Uneducated,Married,$40K - $60K,Blue,35,3,2,1,12674.788702159498,778,347.3,1.3341060154237692,1146.141778241366,90,0.731,0.06532912435520052,0.658792414922322,87,0,7.0308204944527475,3,1
61,M,0,Post-Graduate,Married,Less than $40K,Blue,56,6,3,4,12653.179183123346,773,1438.3,1.3385614103717118,1147.270359274847,31,0.292,0.05660681053213771,0.03471061586207724,48,2,9.133246405530242,5,1
47,M,3,High School,Unknown,$80K - $120K,Silver,40,5,3,2,12701.147153501079,779,33145.0,1.3313508815752115,1146.014701870378,123,0.836,0.06009463038740625,0.8462060842113368,24,1,4.229079104901151,3,1
57,F,4,Unknown,Married,Less than $40K,Blue,36,3,1,2,12657.00847931433,781,1155.0,1.3318152629946853,1143.108851883967,30,0.111,0.05986321998690988,0.8253575010544562,18,3,7.257889224714988,10,1
45,F,3,High School,Single,Less than $40K,Blue,34,2,3,2,12723.665629299452,777,604.0,1.335202577434858,1140.091177429984,83,0.729,0.059615131787558194,0.5725079641368107,25,4,5.619122655451303,7,1
51,F,2,Unknown,Married,Less than $40K,Blue,46,1,6,3,12673.002740860076,775,5851.0,1.3319574315778933,1145.8031659500202,124,0.722,0.05774128390958993,0.7504570370679745,8,5,7.719824901022553,8,1
46,M,2,High School,Single,$40K - $60K,Blue,32,2,3,2,12653.741639561858,781,5972.0,1.3306473598886426,1140.0830255012893,116,0.706,0.06552293035437973,0.6490252937536547,45,3,1.3286180913666024,2,1
37,M,3,Post-Graduate,Married,$40K - $60K,Blue,28,4,1,2,12667.186119677901,775,2944.0,1.336223212356877,1144.9779891593487,120,0.739,0.056404840477327974,0.6371986966934915,20,1,1.2567630719557787,0,1
47,F,4,Uneducated,Married,$40K - $60K,Gold,34,2,3,3,12661.202001262656,780,23981.0,1.3383350407177632,1139.763754590913,61,0.605,0.05604188883754705,0.8021683057795402,96,5,4.824463177637847,1,2
44,M,4,Uneducated,Married,$60K - $80K,Silver,37,1,2,2,12645.851496281048,779,29076.0,1.3312849184789426,1146.0256409367853,84,1.211,0.06414917247008309,0.8796873901645644,20,0,4.0178664097395,6,2
37,M,3,High School,Single,$60K - $80K,Blue,36,3,1,5,12679.689525578211,776,6367.0,1.3359965749984761,1142.4448857323262,63,0.703,0.0615512328808893,0.3128443986814957,51,2,7.518286595104703,6,1
41,M,2,High School,Married,$60K - $80K,Blue,36,6,2,2,12670.387019876798,772,4499.0,1.339150488359182,1148.8994823270302,75,0.667,0.06463719427404231,0.29936797622120737,72,2,5.154263610002959,6,1
59,F,1,College,Single,Less than $40K,Blue,48,5,2,0,12694.57076952333,774,713.0,1.3335874778843229,1148.1352052064256,62,0.771,0.062429735831484263,0.3898603529318133,4,4,0.09828238459758776,0,1
61,M,0,Uneducated,Single,$80K - $120K,Blue,36,4,2,1,12656.876511306547,777,18370.0,1.3370676196521336,1141.9534618380658,32,0.684,0.05767537690912076,0.05305432408026023,44,4,0.34718475641437374,8,1
43,F,2,College,Single,Less than $40K,Blue,29,5,1,2,12659.102885235949,776,715.0,1.3348640546681747,1140.5290534716182,36,0.895,0.0636690347809923,0.7960485239919668,28,5,4.534935383603839,10,1
52,F,5,Unknown,Married,Less than $40K,Blue,36,4,3,3,12662.230954023706,780,9611.0,1.3337032542153062,1144.2759451905833,64,0.829,0.0621412326846447,0.4060647936546754,51,1,5.704300510578211,3,2
42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,3,12727.635133256648,780,2988.0,1.3379595901140742,1142.0529215518873,42,0.448,0.057363907092846195,0.29401770043619446,47,2,1.1868529050763543,1,2
36,M,3,Uneducated,Married,$40K - $60K,Blue,31,6,2,2,12722.87613670422,777,1166.0,1.3310536536541073,1140.798489997123,50,0.724,0.06208772577398704,0.2974553825829487,65,3,9.478880708459126,1,1
43,M,4,High School,Divorced,$80K - $120K,Blue,36,3,3,2,12725.574245213527,776,33468.0,1.3374970417164205,1145.158430106033,73,0.738,0.06360467721566727,0.1809942642051846,17,1,1.5343529134278322,4,1
43,M,3,Graduate,Married,$80K - $120K,Blue,38,3,5,1,12664.066013514597,781,21154.0,1.3354737819072096,1140.2169766431675,83,0.627,0.058868236653036136,0.745395546714842,69,5,8.101571658484668,7,1
47,M,3,High School,Married,$60K - $80K,Blue,39,2,3,2,12719.464724289652,775,10061.0,1.335028438783827,1139.5501596261918,52,0.529,0.06230165426213418,0.6215947993708076,83,1,9.875697948388918,4,2
45,M,4,Graduate,Single,$40K - $60K,Silver,37,4,3,4,12693.604247953625,781,15578.0,1.3344108153308984,1141.106125107088,81,0.723,0.06384795906077831,0.8514273726089723,39,2,6.369864477725869,6,1
46,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,12725.495206854652,775,9174.0,1.3378960366701513,1143.437428556998,30,0.667,0.05625333422986717,0.9392670846234876,89,3,8.885513601494887,3,1
47,F,2,High School,Single,Less than $40K,Blue,35,4,2,3,12714.452727028227,773,2262.0,1.3377572735834602,1140.6479235252614,83,0.627,0.05811257926950113,0.7312989492861929,10,3,3.6891343722931946,2,1
45,F,2,Graduate,Divorced,Less than $40K,Blue,33,6,3,3,12705.486498707327,780,2667.0,1.3352412847366282,1141.7881745567051,83,0.627,0.06281343083939794,0.36938815899081157,49,1,1.259795183437309,5,1
63,M,1,Graduate,Single,$60K - $80K,Blue,52,6,4,3,12669.204482253303,775,11817.0,1.3325260624309456,1141.7687677045792,56,0.647,0.05619952034564108,0.361962886207696,53,0,5.134269279774428,4,2
47,F,5,High School,Single,Less than $40K,Blue,33,5,2,2,12673.93491122405,779,839.0,1.3376970606648981,1144.4179323746189,64,1.065,0.0561626344361772,0.11261632445294623,98,1,4.8543425464708925,5,1
51,F,3,Graduate,Single,Unknown,Platinum,42,3,1,4,12670.279937674157,780,32603.0,1.3331560112497653,1139.4012990996682,123,0.708,0.05761369972395717,0.6884017660683379,64,5,3.084958953475061,6,1
57,M,2,Post-Graduate,Single,$80K - $120K,Silver,43,2,3,3,12730.579747585767,773,32669.0,1.339856237661727,1148.8021266225512,61,0.794,0.0577294237416653,0.0316331460468291,93,4,7.149898857157079,7,2
42,M,3,Graduate,Married,$40K - $60K,Blue,37,2,2,3,12671.978119170937,782,1373.0,1.3367552414562045,1140.8434767599317,117,0.828,0.05971222966760157,0.5428659000485163,48,5,5.0462429201185,2,1
39,F,2,Uneducated,Single,Less than $40K,Blue,35,5,3,3,12727.006304597,779,7756.0,1.3371350072939563,1143.4294365683572,49,0.581,0.05968163588071097,0.11616781625152472,65,4,8.2832277593758,10,1
54,M,3,High School,Married,$80K - $120K,Blue,36,6,1,2,12645.77388187397,779,305.3,1.3332682948093486,1145.6952310308857,41,0.708,0.06469650761022812,0.9599274644205897,51,5,8.896336720001418,5,1
43,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,12710.220180992686,775,3523.0,1.3306919819917138,1143.7746458092042,44,0.222,0.06299170320270221,0.640853713509408,62,0,2.3479523642219347,10,2
49,F,5,High School,Married,$40K - $60K,Blue,33,6,3,2,12694.403921673147,777,957.0,1.3391256542268488,1143.9262261728095,91,0.936,0.06439628320486887,0.605240290198391,30,0,9.726097745445697,1,1
58,M,3,High School,Single,$80K - $120K,Blue,51,2,2,1,12684.907802706932,775,8069.0,1.3397907925018804,1147.2494508362427,68,0.581,0.06546630056825829,0.259671745155432,94,3,4.543685622802164,9,1
54,F,3,Doctorate,Married,Unknown,Blue,46,2,2,3,12671.631271760323,779,524.0,1.330245594633283,1144.5890314550254,45,0.607,0.05770101466352194,0.28698266486562696,55,5,3.922023923513458,6,1
37,F,3,High School,Single,Less than $40K,Blue,25,3,2,4,12693.87275639814,778,2282.0,1.3380838364045522,1143.1595947204148,68,0.659,0.06306874625228966,0.7217570342868234,10,3,3.2763370669302794,9,1
44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,12704.925787335418,773,1158.0,1.3383114383349133,1148.7077831751797,35,0.667,0.06422827443823678,0.9454776213061288,47,3,0.07070188734564109,3,2
60,F,0,Unknown,Single,Unknown,Blue,36,3,3,2,12715.9569869347,775,3068.0,1.3353199204174622,1147.5785439385472,79,0.795,0.06525875880263167,0.9380281205732272,97,3,4.713205482715067,0,1
41,F,3,High School,Married,Less than $40K,Blue,31,3,3,3,12701.803196566107,772,3952.0,1.3392182039715324,1144.1740098185985,82,0.952,0.06584110151082576,0.5741304038260009,45,3,2.4034548188938376,3,2
56,M,3,College,Married,$120K +,Blue,43,6,2,2,12656.339455873756,779,15022.0,1.3365219406647677,1140.9276026537868,30,0.765,0.06037759643508448,0.3445630620083796,65,3,7.014696346208124,0,1
50,F,2,Unknown,Married,Unknown,Blue,31,4,2,2,12729.482204729638,774,3604.0,1.3326378788673332,1145.0021167401212,65,0.667,0.060953018858723035,0.9731590370355905,41,4,3.9669614646893048,1,1
46,M,3,High School,Single,$60K - $80K,Blue,39,4,1,4,12726.409234462186,774,21593.0,1.333245939385108,1143.0603588189522,54,0.636,0.06548312700112124,0.6638768862219296,42,3,9.95625063023263,1,1
41,M,3,Graduate,Married,$60K - $80K,Blue,29,2,2,1,12720.30175123256,773,15126.0,1.3368166466270592,1140.2435153698223,97,0.732,0.061031259842053154,0.8485023652323284,83,4,0.3670418647322493,4,1
49,F,5,Uneducated,Single,Less than $40K,Blue,39,3,2,2,12713.856438247343,773,1993.0,1.333568673097442,1141.328682004226,76,0.689,0.06224534980910707,0.7941790448157526,32,4,0.8485484315522052,8,1
57,M,3,Graduate,Single,$40K - $60K,Blue,48,3,3,0,12731.740617500853,772,7852.0,1.3328188942334178,1143.9289579756503,75,0.531,0.06151945835145079,0.8562817150637629,62,2,4.410538049642243,6,1
50,F,2,Post-Graduate,Married,Less than $40K,Blue,36,1,2,2,12727.97135367045,781,2015.0,1.3330726711947585,1141.8766178144488,89,0.561,0.06335197145515988,0.4791591683288223,9,2,4.712941121850852,8,1
40,M,3,Graduate,Single,$80K - $120K,Blue,20,1,2,2,12660.955289590693,773,32554.0,1.3397688381687203,1144.0457108269964,87,1.122,0.06036038570951832,0.14448888089921874,86,1,6.698922216361648,6,2
42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,6,2,4,12727.306521292307,773,652.0,1.3393090525549347,1147.6806333793832,86,0.686,0.05827089600386844,0.21574258869289675,38,2,0.14206611617352483,6,1
53,F,1,Graduate,Divorced,Less than $40K,Blue,46,5,4,3,12701.791152070438,772,2091.0,1.3360646918840087,1147.3309031070435,61,0.694,0.062222811444102605,0.5919739133524892,97,1,1.8342040065878562,4,1
54,F,3,Post-Graduate,Single,Less than $40K,Blue,49,1,4,3,12692.183687289913,776,8516.0,1.3321193742101485,1145.316008361111,37,0.276,0.061437190673079387,0.6040749337871171,60,4,7.400966252357714,0,2
68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,12713.03989527939,780,538.3,1.333001936404244,1143.0001270780863,21,0.615,0.06028123191099212,0.5938055436450203,15,3,7.12974782376261,1,2
54,F,1,Graduate,Single,Less than $40K,Blue,49,3,2,2,12662.161774887983,781,664.0,1.3316242789921242,1143.1669128914143,72,1.323,0.058023256233164566,0.8954077318285242,76,4,8.42065462642428,7,1
37,F,4,Uneducated,Married,Less than $40K,Blue,18,5,1,2,12671.588383892196,779,906.0,1.3366990432778696,1141.4210302375318,34,0.7,0.05787981243259128,0.8679672605145454,57,2,6.668909195145058,1,1
47,M,3,High School,Married,$60K - $80K,Blue,41,2,3,3,12686.304882203309,782,2651.0,1.3314295716378377,1145.848159387646,122,0.718,0.06064567871422655,0.9988980161109412,10,1,1.0807460931531299,2,1
46,F,3,Graduate,Married,Unknown,Blue,40,5,1,3,12691.681647774063,778,2508.0,1.3381946440394314,1144.9718558179145,71,0.919,0.05799141719202174,0.8019555122531715,21,1,8.647855984495997,4,1
50,M,3,Graduate,Single,$60K - $80K,Blue,38,4,1,1,12642.329367449658,775,10059.0,1.3397789858571822,1146.6836549945372,71,0.543,0.06309092027307926,0.5582232196720819,57,4,8.388376705987282,3,1
42,F,4,Uneducated,Single,Less than $40K,Blue,32,3,3,4,12667.25654233822,777,600.3,1.3388304269143734,1141.1429309483622,75,0.63,0.05679066368256297,0.41934545655326294,2,3,7.454400322576583,8,1
45,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,1,2,2,12702.764374742334,773,3930.0,1.3357169599272427,1147.665063615953,70,1.0,0.061201488916143645,0.8223489580606727,70,2,0.30489482928398925,6,1
41,M,2,Graduate,Married,$60K - $80K,Silver,31,2,3,3,12740.210962292826,780,29305.0,1.3344294886090096,1144.890107658763,92,0.533,0.06323585127278522,0.22768287743196325,92,1,9.061220825041191,6,1
45,F,3,College,Married,Less than $40K,Blue,35,3,2,2,12732.354460394357,773,561.0,1.3310363450606093,1147.0100962315767,64,0.641,0.06319347221178953,0.6018549013547987,34,0,7.636566581148089,8,1
34,F,3,College,Divorced,Less than $40K,Blue,27,3,3,2,12691.310581525402,781,1757.0,1.3380709519449532,1142.4056006851806,54,0.8,0.05838605748844608,0.6631647630556932,47,2,9.768093844674228,9,1
34,F,3,College,Married,$40K - $60K,Blue,29,4,1,2,12694.2697592313,778,2000.0,1.3338886748529666,1145.9525847522602,42,0.75,0.06033091099942322,0.7602717983837511,35,4,3.001584697246745,4,1
47,M,4,College,Married,$40K - $60K,Blue,35,6,1,2,12718.429773774877,781,2809.0,1.3377539310369972,1145.3875210089668,79,0.975,0.06119448638848102,0.5564668271864667,4,3,2.153739717592562,5,1
50,M,0,Doctorate,Single,$80K - $120K,Blue,38,5,2,2,12736.425615284346,773,1579.0,1.3367844457116018,1144.675354471765,35,1.059,0.06552268528291896,0.279600505634219,69,4,6.583451026309712,9,1
35,F,2,Graduate,Single,Unknown,Blue,25,4,1,4,12684.317364477707,778,9815.0,1.3369168068235189,1144.57930741083,68,0.838,0.05787970860008465,0.7015006183447845,90,3,2.729923443607359,3,1
61,M,2,Uneducated,Married,$60K - $80K,Blue,48,4,1,2,12737.797005071801,774,18571.0,1.3380238245896787,1141.7834898694905,118,0.686,0.0645364815752714,0.9199313456768156,38,2,9.454232907595012,3,1
37,F,2,High School,Single,$40K - $60K,Blue,27,4,1,2,12684.607195554701,773,1285.0,1.3360703924323776,1139.363766380926,82,1.0,0.06574648128787483,0.45262292532983506,13,5,3.912621096706613,3,1
46,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,6,3,3,12677.286423515074,781,11528.0,1.3376874992353869,1140.2179622520082,21,0.4,0.058931646454127934,0.4385128739426982,6,1,4.907646681003205,3,1
48,M,4,High School,Married,$80K - $120K,Blue,36,6,2,4,12736.551036818222,782,19255.0,1.3370865119874284,1143.2698603769973,67,0.595,0.06516916622747777,0.27665002166551145,26,2,2.6247988908595032,10,1
45,M,1,Unknown,Divorced,$40K - $60K,Silver,31,3,1,1,12728.946997702042,773,15212.0,1.3321759873932395,1141.073372138504,51,0.594,0.06179094441869822,0.8414044971097522,54,4,0.24700298373957041,2,1
55,F,1,High School,Married,$40K - $60K,Blue,46,2,4,3,12726.142566714354,778,3919.0,1.3308101969987212,1139.2309054535683,49,0.581,0.059049126606247,0.06452739307483579,51,4,5.342170399599113,7,2
51,M,3,Unknown,Single,$60K - $80K,Silver,45,3,2,4,12699.816609973264,781,30899.0,1.3375678623348275,1147.4849174943045,20,0.333,0.06572427232983537,0.07396156642327922,96,1,8.91361490809444,3,1
36,F,2,Uneducated,Married,Less than $40K,Blue,30,2,1,2,12719.941102064271,778,5070.0,1.338228248902825,1147.2370389395596,85,0.771,0.061137519623591347,0.031050918991261778,51,5,2.6291891959079883,8,1
46,M,3,High School,Married,$80K - $120K,Blue,36,6,3,3,12705.853821463075,774,605.0,1.3322748105470545,1142.8474669105324,86,0.755,0.05667926298229578,0.9531953426866199,76,3,6.816995206264763,4,1
49,M,2,Graduate,Married,$40K - $60K,Blue,45,4,2,0,12681.282689438473,780,9154.0,1.3300167025190033,1145.5211931821711,92,0.614,0.062480684844208184,0.39413290586491634,69,2,8.545279132265287,8,1
48,M,2,Unknown,Unknown,$80K - $120K,Blue,35,5,2,4,12656.612824319665,779,5039.0,1.3309986335378807,1146.977610253856,23,0.769,0.059110407853955195,0.9477772519329116,52,1,5.971113211499295,9,1
42,F,5,Graduate,Married,Less than $40K,Blue,38,5,1,2,12737.763562927048,774,973.0,1.332384832367356,1147.8131830127252,72,0.756,0.061694332643745305,0.09112057727524503,44,2,6.206415737501471,7,1
38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,3,12722.04649526301,776,6002.0,1.3302043106538857,1139.3851970097323,30,0.429,0.06396776426270707,0.12304694351790946,68,4,9.299790467915873,9,1
27,M,1,High School,Single,$60K - $80K,Blue,18,5,2,2,12708.323262442653,778,1379.0,1.334793633113654,1143.0461283631037,61,0.743,0.05741140474655044,0.6065341718126198,39,2,7.905835631939123,9,1
49,M,2,High School,Married,$120K +,Blue,39,2,3,2,12738.411162152084,775,10765.0,1.3315249994307725,1142.7549054502313,68,0.659,0.0588111992525719,0.2557910912645087,88,3,3.5833047061327594,7,2
44,M,2,Unknown,Unknown,$60K - $80K,Blue,39,5,3,3,12672.338565250642,781,20569.0,1.331611943028683,1146.572655351018,40,0.818,0.06325947919708319,0.056955936245851824,91,1,4.874208931780769,7,1
59,F,0,Post-Graduate,Single,Less than $40K,Blue,48,4,2,2,12674.261675147976,774,1779.0,1.3339831756320757,1144.702625191242,71,0.775,0.061534208905204855,0.4361636533584595,25,1,1.8762997530143,1,1
43,F,3,Graduate,Unknown,Less than $40K,Blue,37,2,3,3,12697.765146062082,779,1694.0,1.3369067327929136,1147.8793419658255,122,0.694,0.05639003220417937,0.9543872278705839,32,4,1.9960714743068886,9,1
56,F,2,Graduate,Married,Less than $40K,Blue,45,4,3,3,12669.37592069057,772,821.0,1.338705961814675,1139.8733531101711,58,0.758,0.0654865728766747,0.6658177333314331,47,2,0.30313445419082763,6,1
33,M,3,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12682.079714534464,781,638.0,1.3315243350809431,1141.1406733141594,42,0.75,0.06437727164561034,0.37142431481934124,86,4,1.074483322476768,1,1
42,F,2,Post-Graduate,Unknown,Less than $40K,Blue,31,3,2,2,12736.214242460821,779,2644.0,1.3377264267317623,1144.6169958253286,46,0.643,0.06327085819088718,0.3029375373159098,44,1,4.704845797631351,6,1
45,M,2,Uneducated,Married,$80K - $120K,Blue,37,3,1,1,12663.937296372138,776,30430.0,1.3304925791456654,1140.7314774178847,88,0.796,0.06151819050546034,0.4917507879525942,32,1,2.1604198934930343,10,1
42,F,4,Unknown,Married,Less than $40K,Blue,30,3,2,1,12688.74778038536,780,544.0,1.3336713909531301,1145.272632417661,67,0.811,0.06448466765221458,0.5260992574795263,38,4,0.8184762926308908,5,1
37,M,3,Unknown,Married,$60K - $80K,Blue,29,5,1,5,12687.565270902558,777,936.0,1.3357897191705859,1143.4686762080912,34,0.889,0.06384020607749952,0.04914873483666027,28,1,5.393157844873065,6,1
39,F,2,Post-Graduate,Unknown,Less than $40K,Blue,36,4,3,4,12678.541953037435,775,1438.3,1.335468573389758,1143.5758882000016,28,0.867,0.05852580148990705,0.18996887627365222,13,4,2.256852377532158,0,1
52,F,4,Uneducated,Single,Less than $40K,Blue,36,5,1,4,12709.676929129842,781,755.0,1.3341827781494406,1139.2518509119427,78,0.625,0.06163061779527597,0.8471956956472617,1,3,0.4481084022315329,8,1
51,M,2,Graduate,Divorced,$60K - $80K,Blue,41,4,3,1,12651.76498431059,774,1959.0,1.3364937925229528,1143.2446694196985,71,0.614,0.057754524416448426,0.9034065700712749,98,4,1.690966563310523,6,1
48,M,1,College,Single,$80K - $120K,Silver,36,6,3,3,12705.043399629643,775,32887.0,1.334717953381656,1147.7844279899537,78,0.592,0.05874950623954818,0.2572502948359887,84,2,4.738608574469229,7,1
50,F,2,Graduate,Married,Unknown,Blue,31,5,1,3,12739.418605470386,776,13745.0,1.3333047285745248,1144.8368967937472,61,0.605,0.06335950331755968,0.3818717570800635,76,1,8.868934203851396,2,1
47,M,1,Unknown,Divorced,$80K - $120K,Blue,38,5,3,5,12679.777978933502,776,17010.0,1.336872456882061,1142.054238371082,58,0.933,0.0630124240452047,0.8410715794276433,56,2,0.06472077941999999,8,1
42,F,4,High School,Married,Less than $40K,Blue,32,6,3,3,12659.7314909218,781,3454.0,1.33593840683201,1143.6501433324026,39,0.625,0.05652457739844857,0.7239306799928892,29,0,7.164070519422209,10,2
